source,target
aware,अवगत
pointed,नुकीला
appointed,नियुक्त
las,लास
bent,झुका हुआ
gathered,इकट्ठा
slight,थोड़ा
group,समूह
aber,अबेर
apparently,जाहिरा तौर पर
remarkable,असाधारण
remains,बाकी है
neck,गरदन
faces,चेहरे के
forest,वन
hast,ने
encore,दोहराना
rock,चट्टान
removed,हटा दिया
bore,उबा देना
grown,वयस्क
published,प्रकाशित
birds,पक्षियों
midst,बीच
divine,दिव्य
En,एन
distributing,वितरण
H,एच
tells,कहता है
papers,पत्रों
Had,था
carriage,गाड़ी
joined,में शामिल हो गए
noch,नोच
characters,पात्र
years,वर्षों
population,आबादी
direct,प्रत्यक्ष
wealth,पैसा
comfort,आराम
list,सूची
blow,फुंक मारा
tender,निविदा
stranger,अजनबी
species,जाति
December,दिसंबर
handsome,सुंदर
worked,काम
E,इ
prepare,तैयार
sacred,धार्मिक
ain't,नहीं है
liked,पसंद किया
noticed,ध्यान
actually,वास्तव में
yellow,पीला
surface,सतह
consequence,परिणाम
pity,दया
throw,फेंकना
January,जनवरी
habit,आदत
J,जे
weak,कमज़ोर
putting,डाल
Congress,कांग्रेस
Indeed,वास्तव में
distinguished,विशिष्ट
you'll,आप करेंगे
pray,प्रार्थना करना
nations,राष्ट्र का
freedom,आजादी
stage,मंच
mir,मीर
back,वापस
Les,लेस
others,अन्य
angry,गुस्सा
brown,भूरा
satisfied,संतुष्ट
rain,वर्षा
express,एक्सप्रेस
principle,सिद्धांत
advanced,उन्नत
owner,मालिक
tired,थका हुआ
poet,कवि
practice,अभ्यास
familiar,परिचित
reader,रीडर
During,दौरान
por,पोर
delight,आनंद
works,काम करता है
THIS,यह
becomes,हो जाता है
weather,मौसम
fish,मछली
oli,ओली
nine,नौ
interested,इच्छुक
approach,पहुंच
Still,फिर भी
weight,वजन
truly,सही मायने में
material,सामग्री
death,मौत
Paul,पॉल
be,होना
rules,नियमों
fingers,उंगलियों
right,सही
Sie,सी ई
carrying,ले जाने
accompanied,साथ
suggested,सुझाव दिया
rode,रोडे
total,संपूर्ण
grass,घास
walking,घूमना
resolved,संकल्प लिया
Richard,रिचर्ड
principles,सिद्धांतों
quarter,त्रिमास
rights,अधिकार
style,अंदाज
regular,नियमित
States,राज्य अमेरिका
dangerous,खतरनाक
Though,हालांकि
song,गीत
og,ओग
saved,बचाया
education,शिक्षा
shadow,साया
wholly,पूर्ण
contain,शामिल
drive,चलाना
virtue,गुण
fashion,फैशन
Information,जानकारी
driven,चलाया हुआ
proceeded,रवाना
follows,इस प्रकार
spirits,आत्माओं
gate,द्वार
dressed,सजे
sentence,वाक्य
twice,दो बार
wore,पहनी थी
extraordinary,असाधारण
guard,रक्षक
hearing,सुनवाई
beat,हराना
informed,सूचित किया
August,अगस्त
burst,विस्फोट
too,बहुत
calm,शांत
dont,न
forces,ताकतों
watching,देख रहे
animals,जानवरों
mass,द्रव्यमान
som,सोम
price,कीमत
Very,बहुत
wants,चाहता हे
science,विज्ञान
increased,बढ़ा हुआ
treated,इलाज
lifted,उठा लिया
thank,धन्यवाद
discover,डिस्कवर
receiving,प्राप्त
Men,पुरुषों
stands,खड़ा
nur,नर्स
based,आधारित
April,अप्रैल
explained,व्याख्या की
proposed,प्रस्तावित
heat,तपिश
ear,कान
address,पता
aus,ऑस्ट्रेलिया
previous,पिछला
genius,GENIUS
Go,जाओ
constant,स्थिर
sending,भेजना
There's,वहाँ है
imagine,कल्पना कीजिए
water,पानी
guess,अनुमान
chose,चुना
hopes,आशाएँ
nach,नच
waters,वाटर्स
impression,प्रभाव
uncle,चाचा
valley,घाटी
snow,हिमपात
su,र
unknown,अनजान
printed,मुद्रित
statement,बयान
comply,पालन ​​​​करना
machine,मशीन
woods,वुड्स
lovely,सुंदर
windows,खिड़कियाँ
suffer,भुगतना
farther,आगे
quietly,चुपचाप
hands,हाथ
down,नीचे
c,सी
Don,डॉन
interests,रूचियाँ
occurred,हुआ
fut,भविष्य
rank,पद
listened,सुनी
Which,कौन कौन से
mother's,माँ की
